Time,HwTSet,PrimTSet,HwActive,HwTOutlet,ActPow,ChActive,PrimT
2017-11-29T00:24:41.041Z,52,,,32.4,,,
2017-11-29T00:24:51.047Z,52,,,32.4,,,
2017-11-29T00:25:01.041Z,52,,,32.4,,,
2017-11-29T00:25:11.043Z,52,,,32.3,,,
2017-11-29T00:25:21.042Z,52,,,32.3,,,
2017-11-29T00:25:31.042Z,52,,,32.3,,,
2017-11-29T00:25:41.042Z,52,,,32.3,,,35.6
2017-11-29T00:25:51.042Z,52,,,32.2,,,
2017-11-29T00:26:01.042Z,52,,,32.2,,,
2017-11-29T00:26:11.042Z,52,,,32.2,,,
2017-11-29T00:26:21.042Z,52,,,32.2,,,
2017-11-29T00:26:31.047Z,52,,,32.2,,,35.7
2017-11-29T00:26:41.042Z,52,,,32.1,,,
2017-11-29T00:26:51.042Z,52,,,32.1,,,
2017-11-29T00:27:01.042Z,52,,,32.1,,,
2017-11-29T00:27:11.042Z,52,,,32.1,,,35.8
2017-11-29T00:27:21.042Z,52,,,32.1,,,
2017-11-29T00:27:31.042Z,52,,,32,,,
2017-11-29T00:27:41.043Z,52,,,32,,,
2017-11-29T00:27:51.042Z,52,,,32,,,
2017-11-29T00:28:01.042Z,52,,,32,,,
2017-11-29T00:28:11.041Z,52,,,32,,,
2017-11-29T00:28:21.043Z,52,,,31.9,,,
2017-11-29T00:28:31.041Z,52,,,31.9,,,
2017-11-29T00:28:41.042Z,52,,,31.9,,,
2017-11-29T00:28:51.042Z,52,,,31.9,,,
2017-11-29T00:29:01.042Z,52,,,31.9,,,
2017-11-29T00:29:11.053Z,52,,0,31.8,38,2,40.1
2017-11-29T00:29:21.042Z,52,,,31.8,31,,42.6
2017-11-29T00:29:31.042Z,52,,,31.8,29,,40.7
2017-11-29T00:29:41.041Z,52,,,31.8,29,,39.7
2017-11-29T00:29:51.042Z,52,,,31.8,29,,38.6
2017-11-29T00:30:01.042Z,52,,,31.8,,,38.2
2017-11-29T00:30:11.042Z,52,,0,31.6,0,2,
2017-11-29T00:30:21.042Z,52,,,31.6,,,35.9
2017-11-29T00:30:31.041Z,52,,,31.6,,,34.7
2017-11-29T00:30:41.042Z,52,,,31.6,,,34.1
2017-11-29T00:30:51.041Z,52,,,31.6,,,34
2017-11-29T00:31:01.042Z,52,,,31.6,,,33.9
2017-11-29T00:31:11.042Z,52,,,31.5,,,
2017-11-29T00:31:21.042Z,52,,,31.5,,,
2017-11-29T00:31:31.041Z,52,,,31.5,,,
2017-11-29T00:31:41.046Z,52,,,31.5,,,33.8
2017-11-29T00:31:51.047Z,52,,,31.5,,,33.7
2017-11-29T00:32:01.042Z,52,,,31.5,,,33.6
2017-11-29T00:32:11.041Z,52,,,31.4,,,
2017-11-29T00:32:21.041Z,52,,,31.4,,,33.5
2017-11-29T00:32:31.042Z,52,,,31.4,,,
2017-11-29T00:32:41.042Z,52,,,31.4,,,
2017-11-29T00:32:51.042Z,52,,,31.4,,,
2017-11-29T00:33:01.042Z,52,,,31.4,,,
2017-11-29T00:33:11.041Z,52,,,31.3,,,33.4
2017-11-29T00:33:21.047Z,52,,,31.3,,,
2017-11-29T00:33:31.041Z,52,,,31.3,,,
2017-11-29T00:33:41.042Z,52,,,31.3,,,
2017-11-29T00:33:51.043Z,52,,,31.3,,,
2017-11-29T00:34:01.041Z,52,,,31.3,,,
2017-11-29T00:34:11.046Z,52,,,31.2,,,
2017-11-29T00:34:21.041Z,52,,,31.2,,,
2017-11-29T00:34:31.096Z,52,,,31.2,,,33.3
2017-11-29T00:34:41.085Z,52,,,31.2,,,
2017-11-29T00:34:51.041Z,52,,,31.2,,,
2017-11-29T00:35:01.067Z,52,,,31.2,,,
2017-11-29T00:35:11.044Z,52,,,31.2,,,
2017-11-29T00:35:21.041Z,52,,,31,,,
2017-11-29T00:35:31.044Z,52,,,31,,,
2017-11-29T00:35:41.042Z,52,,,31,,,
2017-11-29T00:35:51.044Z,52,,,31,,,
2017-11-29T00:36:01.041Z,52,,,31,,,
2017-11-29T00:36:11.047Z,52,,,31,,,
2017-11-29T00:36:21.042Z,52,,,31,,,
2017-11-29T00:36:31.045Z,52,,,30.9,,,
2017-11-29T00:36:41.045Z,52,,,30.9,,,
2017-11-29T00:36:51.046Z,52,,,30.9,,,
2017-11-29T00:37:01.044Z,52,,,30.9,,,
2017-11-29T00:37:11.042Z,52,,,30.9,,,33.4
2017-11-29T00:37:21.041Z,52,,,30.9,,,
2017-11-29T00:37:31.041Z,52,,,30.8,,,
2017-11-29T00:37:41.042Z,52,,,30.8,,,
2017-11-29T00:37:51.041Z,52,,,30.8,,,
2017-11-29T00:38:01.041Z,52,,,30.8,,,
2017-11-29T00:38:11.041Z,52,,,30.8,,,
2017-11-29T00:38:21.041Z,52,,,30.8,,,
2017-11-29T00:38:31.046Z,52,,,30.8,,,
2017-11-29T00:38:41.042Z,52,,,30.7,,,
2017-11-29T00:38:51.045Z,52,,,30.7,,,
2017-11-29T00:39:01.043Z,52,,,30.7,,,
2017-11-29T00:39:11.042Z,52,,,30.7,,,
2017-11-29T00:39:21.042Z,52,,,30.7,,,
2017-11-29T00:39:31.043Z,52,,,30.7,,,
2017-11-29T00:39:41.042Z,52,,,30.7,,,
2017-11-29T00:39:51.042Z,52,,,30.6,,,
2017-11-29T00:40:01.045Z,52,,,30.6,,,
2017-11-29T00:40:11.042Z,52,,,30.6,,,
2017-11-29T00:40:21.041Z,52,,,30.6,,,
2017-11-29T00:40:31.041Z,52,,,30.6,,,
2017-11-29T00:40:41.044Z,52,,,30.6,,,
2017-11-29T00:40:51.046Z,52,,,30.6,,,
2017-11-29T00:41:01.042Z,52,,,30.6,,,
2017-11-29T00:41:11.041Z,52,,,30.4,,,
2017-11-29T00:41:21.041Z,52,,,30.4,,,
2017-11-29T00:41:31.041Z,52,,,30.4,,,
2017-11-29T00:41:41.042Z,52,,,30.4,,,
2017-11-29T00:41:51.046Z,52,,,30.4,,,
2017-11-29T00:42:01.041Z,52,,,30.4,,,
2017-11-29T00:42:11.041Z,52,,,30.3,,,
2017-11-29T00:42:21.046Z,52,,,30.3,,,
2017-11-29T00:42:31.041Z,52,,,30.3,,,
2017-11-29T00:42:41.042Z,52,,,30.3,,,
2017-11-29T00:42:51.046Z,52,,,30.3,,,
2017-11-29T00:43:01.041Z,52,,,30.3,,,33.5
2017-11-29T00:43:11.042Z,52,,,30.3,,,33.4
2017-11-29T00:43:21.041Z,52,,,30.2,,,33.5
2017-11-29T00:43:31.041Z,52,,,30.2,,,
2017-11-29T00:43:41.042Z,52,,,30.2,,,
2017-11-29T00:43:51.041Z,52,,,30.2,,,
2017-11-29T00:44:01.046Z,52,,,30.2,,,
2017-11-29T00:44:11.047Z,52,,,30.2,,,
2017-11-29T00:44:21.041Z,52,,,30.2,,,
2017-11-29T00:44:31.041Z,52,,,30.2,,,
2017-11-29T00:44:41.041Z,52,,,30.1,,,
2017-11-29T00:44:51.041Z,52,,,30.1,,,
2017-11-29T00:45:01.041Z,52,,,30.1,,,
2017-11-29T00:45:11.041Z,52,,,30.1,,,
2017-11-29T00:45:21.041Z,52,,,30.1,,,
2017-11-29T00:45:31.042Z,52,,,30.1,,,
2017-11-29T00:45:41.041Z,52,,,30.1,,,
2017-11-29T00:45:51.041Z,52,,,30.1,,,
2017-11-29T00:46:01.046Z,52,,,30,,,
2017-11-29T00:46:11.041Z,52,,,30,,,33.6
2017-11-29T00:46:21.041Z,52,,,30,,,
2017-11-29T00:46:31.041Z,52,,,30,,,
2017-11-29T00:46:41.041Z,52,,,30,,,
2017-11-29T00:46:51.042Z,52,,,30,,,
2017-11-29T00:47:01.041Z,52,,,30,,,
2017-11-29T00:47:11.041Z,52,,,30,,,
2017-11-29T00:47:21.041Z,52,,,30,,,
2017-11-29T00:47:31.041Z,52,,0,29.8,39,2,37.4
2017-11-29T00:47:41.043Z,52,,,29.8,29,,39.8
2017-11-29T00:47:51.041Z,52,,,29.8,,,37.7
2017-11-29T00:48:01.042Z,52,,,29.8,,,35.7
2017-11-29T00:48:11.041Z,52,,,29.8,30,,34.8
2017-11-29T00:48:21.041Z,52,,,29.8,29,,34.3
2017-11-29T00:48:31.041Z,52,,,29.8,30,,
2017-11-29T00:48:41.042Z,52,,,29.8,,,34.8
2017-11-29T00:48:51.041Z,52,,,29.7,29,,35.3
2017-11-29T00:49:01.041Z,52,,,29.7,,,35.6
2017-11-29T00:49:11.044Z,52,,,29.7,,,35.8
2017-11-29T00:49:21.041Z,52,,,29.7,,,36
2017-11-29T00:49:31.042Z,52,,,29.7,,,36.1
2017-11-29T00:49:41.041Z,52,,,29.7,30,,36.3
2017-11-29T00:49:51.043Z,52,,,29.7,29,,36.5
2017-11-29T00:50:01.106Z,52,,,29.7,30,,36.6
2017-11-29T00:50:11.099Z,52,,,29.7,29,,36.8
2017-11-29T00:50:21.041Z,52,,,29.7,29,,37.1
2017-11-29T00:50:31.041Z,52,,,29.7,,,37.3
2017-11-29T00:50:41.067Z,52,,,29.6,30,,37.4
2017-11-29T00:50:51.057Z,52,,,29.7,29,,37.6
2017-11-29T00:51:01.043Z,52,,,29.6,,,37.7
2017-11-29T00:51:11.041Z,52,,,29.6,,,37.9
2017-11-29T00:51:21.041Z,52,,,29.6,30,,38
2017-11-29T00:51:31.045Z,52,,,29.6,,,38.2
2017-11-29T00:51:41.041Z,52,,,29.6,29,,38.4
2017-11-29T00:51:51.041Z,52,,,29.6,,,38.5
2017-11-29T00:52:01.042Z,52,,,29.6,30,,38.7
2017-11-29T00:52:11.045Z,52,,,29.6,29,,38.9
2017-11-29T00:52:21.041Z,52,,,29.6,,,39.1
2017-11-29T00:52:31.042Z,52,,,29.6,30,,39.3
2017-11-29T00:52:41.041Z,52,,,29.6,29,,39.4
2017-11-29T00:52:51.041Z,52,,,29.6,30,,39.6
2017-11-29T00:53:01.047Z,52,,,29.6,,,39.7
2017-11-29T00:53:11.046Z,52,,,29.6,29,,39.9
2017-11-29T00:53:21.041Z,52,,,29.6,,,40
2017-11-29T00:53:31.042Z,52,,,29.6,30,,40.2
2017-11-29T00:53:41.041Z,52,,,29.6,29,,40.4
2017-11-29T00:53:51.041Z,52,,,29.6,30,,40.5
2017-11-29T00:54:01.041Z,52,,,29.6,,,40.7
2017-11-29T00:54:11.041Z,52,,,29.6,29,,40.9
2017-11-29T00:54:21.041Z,52,,,29.6,,,41
2017-11-29T00:54:31.047Z,52,,,29.6,,,41.2
2017-11-29T00:54:41.041Z,52,,,29.6,30,,41.3
2017-11-29T00:54:51.043Z,52,,,29.6,29,,41.5
2017-11-29T00:55:01.042Z,52,,,29.6,,,41.6
2017-11-29T00:55:11.041Z,52,,,29.6,,,41.8
2017-11-29T00:55:21.042Z,52,,,29.7,29,,42
2017-11-29T00:55:31.046Z,52,,,29.7,30,,42.1
2017-11-29T00:55:41.041Z,52,,,29.7,29,,42.2
2017-11-29T00:55:51.041Z,52,,,29.7,,,42.4
2017-11-29T00:56:01.042Z,52,,,29.7,30,,42.6
2017-11-29T00:56:11.041Z,52,,0,29.7,0,2,40.9
2017-11-29T00:56:21.041Z,52,,,29.7,,,38.8
2017-11-29T00:56:31.042Z,52,58,0,29.7,0,2,37.9
2017-11-29T00:56:41.041Z,52,,,29.7,,,37.7
2017-11-29T00:56:51.042Z,52,,,29.7,,,37.6
2017-11-29T00:57:01.042Z,52,,,29.7,,,
2017-11-29T00:57:11.044Z,52,,,29.7,,,
2017-11-29T00:57:21.040Z,52,,,29.8,,,
2017-11-29T00:57:31.042Z,52,,,29.8,,,37.5
2017-11-29T00:57:41.041Z,52,,,29.8,,,37.4
2017-11-29T00:57:51.046Z,52,,,29.8,,,37.3
2017-11-29T00:58:01.041Z,52,,,29.8,,,37.2
2017-11-29T00:58:11.041Z,52,,,29.8,,,
2017-11-29T00:58:21.041Z,52,,,29.8,,,
2017-11-29T00:58:31.046Z,52,,,29.8,,,37.1
2017-11-29T00:58:41.041Z,52,,,29.8,,,
2017-11-29T00:58:51.041Z,52,,,29.8,,,
2017-11-29T00:59:01.043Z,52,,,29.8,,,36.9
2017-11-29T00:59:11.043Z,52,,,29.8,,,
2017-11-29T00:59:21.045Z,52,,,29.8,,,
2017-11-29T00:59:31.041Z,52,,,29.8,,,
2017-11-29T00:59:41.041Z,52,,,29.8,,,36.8
2017-11-29T00:59:51.041Z,52,,,29.8,,,
2017-11-29T01:00:01.041Z,52,,,30,,,
2017-11-29T01:00:11.051Z,52,,,30,,,
2017-11-29T01:00:21.042Z,52,,,30,,,
2017-11-29T01:00:31.041Z,52,,,30,,,
2017-11-29T01:00:41.041Z,52,,,30,,,
2017-11-29T01:00:51.276Z,52,,,30,,,
2017-11-29T01:01:01.041Z,52,,,30,,,
2017-11-29T01:01:11.046Z,52,,,30,,,
2017-11-29T01:01:21.042Z,52,,,30,,,
2017-11-29T01:01:31.041Z,52,,,30,,,
2017-11-29T01:01:41.041Z,52,,,30,,,
2017-11-29T01:01:51.041Z,52,,,30,,,
2017-11-29T01:02:01.041Z,52,,,30,,,
2017-11-29T01:02:11.041Z,52,,,30,,,36.9
2017-11-29T01:02:21.041Z,52,,,30,,,
2017-11-29T01:02:31.041Z,52,,,30,,,
2017-11-29T01:02:41.041Z,52,,,30,,,37.1
2017-11-29T01:02:51.041Z,52,,,30,,,
2017-11-29T01:03:01.041Z,52,,,30,,,
2017-11-29T01:03:11.041Z,52,,,30,,,
2017-11-29T01:03:21.041Z,52,,,30,,,37.2
2017-11-29T01:03:31.044Z,52,,,30,,,
2017-11-29T01:03:41.041Z,52,,,30,,,
2017-11-29T01:03:51.042Z,52,,,30,,,
2017-11-29T01:04:01.041Z,52,,,30,,,
2017-11-29T01:04:11.041Z,52,,,30,,,
2017-11-29T01:04:21.042Z,52,,,30,,,37.3
2017-11-29T01:04:31.041Z,52,,,30,,,
2017-11-29T01:04:41.042Z,52,,,30,,,
2017-11-29T01:04:51.043Z,52,,,30,,,
2017-11-29T01:05:01.041Z,52,,,30,,,
2017-11-29T01:05:11.043Z,52,,,30,,,
2017-11-29T01:05:21.044Z,52,,,30,,,
2017-11-29T01:05:31.041Z,52,,,30,,,
2017-11-29T01:05:41.040Z,52,,,30,,,
2017-11-29T01:05:51.046Z,52,,,30,,,
2017-11-29T01:06:01.044Z,52,,,30,,,
2017-11-29T01:06:11.072Z,52,,,30,,,
2017-11-29T01:06:21.041Z,52,,,30,,,
2017-11-29T01:06:31.046Z,52,,,30,,,
2017-11-29T01:06:41.045Z,52,,,30,,,
2017-11-29T01:06:51.044Z,52,,,30,,,
2017-11-29T01:07:01.043Z,52,,,30,,,37.2
2017-11-29T01:07:11.041Z,52,,,30,,,
2017-11-29T01:07:21.041Z,52,,,30,,,
2017-11-29T01:07:31.041Z,52,,,30,,,
2017-11-29T01:07:41.041Z,52,,,30,,,
2017-11-29T01:07:51.046Z,52,,,30,,,
2017-11-29T01:08:01.045Z,52,,,30,,,
2017-11-29T01:08:11.046Z,52,,,30,,,
2017-11-29T01:08:21.046Z,52,,,30,,,
2017-11-29T01:08:31.041Z,52,,,30,,,
2017-11-29T01:08:41.041Z,52,,,30,,,
2017-11-29T01:08:51.041Z,52,,,30,,,
2017-11-29T01:09:01.041Z,52,,,30,,,37.1
2017-11-29T01:09:11.047Z,52,,,30,,,
2017-11-29T01:09:21.041Z,52,,,30,,,
2017-11-29T01:09:31.041Z,52,,,30,,,
2017-11-29T01:09:41.042Z,52,,,30,,,
2017-11-29T01:09:51.043Z,52,,,30,,,
2017-11-29T01:10:01.041Z,52,,,30,,,
2017-11-29T01:10:11.040Z,52,,,30,,,37.1
2017-11-29T01:10:21.116Z,52,,,30,,,36.9
2017-11-29T01:10:31.041Z,52,,,29.8,,,
2017-11-29T01:10:41.042Z,52,,,29.8,,,
2017-11-29T01:10:51.041Z,52,,,30,,,
2017-11-29T01:11:01.041Z,52,,,30,,,
2017-11-29T01:11:11.041Z,52,,,30,,,
2017-11-29T01:11:21.043Z,52,,,30,,,
2017-11-29T01:11:31.040Z,52,,,29.8,,,
2017-11-29T01:11:41.042Z,52,,,29.8,,,36.8
2017-11-29T01:11:51.041Z,52,,,29.8,,,
2017-11-29T01:12:01.048Z,52,,,29.8,,,
2017-11-29T01:12:11.041Z,52,,,29.8,,,
2017-11-29T01:12:21.051Z,52,,,29.8,,,
2017-11-29T01:12:31.040Z,52,,,29.8,,,
2017-11-29T01:12:41.042Z,52,,,29.8,,,
2017-11-29T01:12:51.041Z,52,,,29.8,,,36.7
2017-11-29T01:13:01.042Z,52,,,29.8,,,
2017-11-29T01:13:11.048Z,52,,,29.8,,,
2017-11-29T01:13:21.041Z,52,,,29.8,,,
2017-11-29T01:13:31.046Z,52,,,29.8,,,
2017-11-29T01:13:41.041Z,52,,,29.8,,,
2017-11-29T01:13:51.041Z,52,,,29.8,,,
2017-11-29T01:14:01.041Z,52,,,29.8,,,
2017-11-29T01:14:11.042Z,52,,,29.8,,,36.6
2017-11-29T01:14:21.041Z,52,,,29.8,,,
2017-11-29T01:14:31.049Z,52,,,29.8,,,
2017-11-29T01:14:41.044Z,52,,,29.8,,,
2017-11-29T01:14:51.040Z,52,,,29.8,,,
2017-11-29T01:15:01.041Z,52,,,29.8,,,
2017-11-29T01:15:11.041Z,52,,,29.8,,,
2017-11-29T01:15:21.041Z,52,,,29.8,,,
2017-11-29T01:15:31.041Z,52,,,29.8,,,36.5
2017-11-29T01:15:41.041Z,52,,,29.8,,,
2017-11-29T01:15:51.041Z,52,,,29.7,,,
2017-11-29T01:16:01.041Z,52,,,29.7,,,
2017-11-29T01:16:11.041Z,52,,,29.7,,,
2017-11-29T01:16:21.041Z,52,,,29.7,,,
2017-11-29T01:16:31.044Z,52,,,29.7,,,
2017-11-29T01:16:41.043Z,52,,,29.7,,,
2017-11-29T01:16:51.041Z,52,,,29.7,,,
2017-11-29T01:17:01.041Z,52,,,29.7,,,36.4
2017-11-29T01:17:11.041Z,52,,,29.7,,,
2017-11-29T01:17:21.045Z,52,,,29.7,,,
2017-11-29T01:17:31.041Z,52,,,29.7,,,
2017-11-29T01:17:41.041Z,52,,,29.7,,,
2017-11-29T01:17:51.041Z,52,,,29.7,,,
2017-11-29T01:18:01.041Z,52,,,29.7,,,
2017-11-29T01:18:11.047Z,52,,,29.7,,,
2017-11-29T01:18:21.043Z,52,,,29.7,,,
2017-11-29T01:18:31.044Z,52,,,29.7,,,
2017-11-29T01:18:41.041Z,52,,,29.7,,,36.3
2017-11-29T01:18:51.041Z,52,,,29.7,,,
2017-11-29T01:19:01.041Z,52,,,29.7,,,
2017-11-29T01:19:11.046Z,52,,,29.6,,,
2017-11-29T01:19:21.042Z,52,,,29.6,,,
2017-11-29T01:19:31.041Z,52,,,29.6,,,
2017-11-29T01:19:41.042Z,52,,,29.6,,,
2017-11-29T01:19:51.046Z,52,,,29.6,,,
2017-11-29T01:20:01.045Z,52,,,29.6,,,
2017-11-29T01:20:11.041Z,52,,0,29.6,44,2,36.4
